Date,Coffee_Type,Price,Customer_ID,Location
2024-02-19,Cappuccino,3.0,170,Downtown
2024-11-29,Cappuccino,3.5,27,Mall
2024-10-12,Espresso,4.0,197,Campus
2024-09-01,Espresso,2.5,6,Campus
2024-11-21,Americano,2.5,62,Downtown
2024-10-26,Espresso,3.0,13,Downtown
2024-07-01,Cappuccino,2.5,112,Downtown
2024-10-02,Cappuccino,3.5,139,Downtown
2024-01-12,Cappuccino,2.5,133,Campus
2024-09-02,Cappuccino,2.5,177,Mall
2024-10-13,Cappuccino,2.5,28,Downtown
2024-05-07,Latte,4.0,1,Mall
2024-03-01,Latte,3.5,9,Mall
2024-04-15,Latte,4.0,59,Campus
2024-07-19,Espresso,2.5,22,Campus
2024-07-30,Espresso,3.5,170,Mall
2024-06-05,Americano,3.5,74,Campus
2024-10-26,Latte,4.0,106,Campus
2024-08-20,Americano,4.0,161,Campus
2024-05-18,Cappuccino,4.0,77,Campus
2024-12-12,Americano,4.0,139,Downtown
2024-09-11,Cappuccino,3.0,168,Downtown
2024-01-23,Americano,3.5,55,Mall
2024-02-10,Americano,3.5,57,Mall
2024-12-14,Americano,2.5,123,Campus
2024-05-11,Espresso,3.5,84,Campus
2024-06-10,Cappuccino,3.0,11,Mall
2024-06-24,Cappuccino,3.5,101,Mall
2024-08-17,Espresso,3.0,35,Campus
2024-05-27,Espresso,2.5,1,Downtown
2024-09-27,Americano,2.5,162,Mall
2024-06-15,Cappuccino,4.0,115,Campus
2024-12-13,Espresso,3.0,194,Downtown
2024-01-06,Cappuccino,3.0,158,Downtown
2024-05-29,Cappuccino,3.0,29,Downtown
2024-06-17,Espresso,4.0,66,Downtown
2024-10-21,Latte,3.5,128,Campus
2024-09-29,Cappuccino,3.0,106,Downtown
2024-01-06,Americano,3.0,68,Campus
2024-04-06,Cappuccino,3.0,191,Campus
2024-09-03,Cappuccino,2.5,193,Downtown
2024-01-24,Espresso,4.0,51,Campus
2024-04-28,Espresso,2.5,2,Downtown
2024-07-27,Latte,4.0,74,Downtown
2024-08-29,Americano,3.5,69,Mall
2024-04-15,Espresso,3.0,31,Campus
2024-12-10,Cappuccino,3.0,17,Mall
2024-05-04,Latte,2.5,44,Downtown
2024-04-28,Cappuccino,3.5,175,Downtown
2024-08-29,Latte,2.5,169,Downtown
2024-03-24,Latte,3.5,11,Downtown
2024-07-10,Americano,2.5,56,Downtown
2024-07-09,Cappuccino,4.0,160,Downtown
2024-04-02,Americano,3.0,28,Downtown
2024-08-23,Espresso,3.5,80,Mall
2024-12-09,Latte,4.0,51,Downtown
2024-05-15,Cappuccino,2.5,137,Downtown
2024-02-18,Latte,2.5,127,Campus
2024-12-05,Latte,4.0,18,Campus
2024-07-21,Latte,3.0,101,Downtown
2024-11-30,Espresso,3.0,18,Mall
2024-01-16,Latte,4.0,117,Mall
2024-04-17,Latte,3.5,5,Downtown
2024-02-13,Americano,2.5,102,Downtown
2024-08-03,Espresso,2.5,83,Mall
2024-11-06,Latte,2.5,10,Campus
2024-03-13,Latte,3.0,69,Downtown
2024-01-16,Cappuccino,2.5,181,Downtown
2024-09-11,Latte,2.5,113,Mall
2024-10-13,Espresso,3.0,151,Downtown
2024-04-26,Americano,3.5,165,Campus
2024-10-05,Espresso,3.5,199,Mall
2024-05-12,Espresso,2.5,177,Downtown
2024-02-04,Cappuccino,3.5,15,Campus
2024-10-16,Cappuccino,3.0,156,Downtown
2024-12-24,Cappuccino,3.5,65,Campus
2024-05-18,Espresso,3.0,38,Mall
2024-03-29,Latte,4.0,38,Downtown
2024-07-10,Latte,3.5,169,Downtown
2024-10-26,Espresso,4.0,34,Campus
2024-08-16,Cappuccino,3.0,158,Mall
2024-08-27,Latte,3.5,100,Downtown
2024-04-22,Latte,2.5,109,Downtown
2024-03-08,Cappuccino,2.5,20,Campus
2024-04-01,Latte,4.0,116,Mall
2024-09-10,Americano,3.5,199,Downtown
2024-01-23,Cappuccino,3.5,38,Mall
2024-12-21,Americano,2.5,133,Mall
2024-03-29,Latte,4.0,71,Downtown
2024-02-19,Espresso,3.0,30,Downtown
2024-01-15,Espresso,2.5,183,Mall
2024-11-17,Cappuccino,3.5,101,Campus
2024-11-26,Cappuccino,3.5,25,Campus
2024-04-12,Cappuccino,3.5,161,Downtown
2024-04-04,Americano,4.0,86,Campus
2024-02-23,Espresso,3.5,164,Downtown
2024-08-06,Espresso,3.0,177,Campus
2024-04-30,Americano,2.5,57,Mall
2024-09-12,Latte,3.0,167,Downtown
2024-10-01,Latte,3.5,80,Campus
2024-03-19,Espresso,3.0,169,Campus
2024-01-23,Cappuccino,3.5,62,Downtown
2024-07-05,Americano,3.5,6,Mall
2024-08-11,Americano,3.5,57,Mall
2024-05-24,Cappuccino,4.0,169,Downtown
2024-06-19,Latte,2.5,52,Mall
2024-05-09,Cappuccino,3.5,116,Downtown
2024-04-24,Americano,3.5,94,Mall
2024-06-01,Cappuccino,4.0,192,Campus
2024-04-02,Americano,3.0,43,Campus
2024-12-10,Americano,4.0,136,Downtown
2024-04-21,Cappuccino,4.0,67,Mall
2024-02-28,Latte,3.5,11,Downtown
2024-02-09,Americano,3.0,153,Downtown
2024-06-20,Cappuccino,4.0,112,Mall
2024-09-04,Espresso,4.0,155,Downtown
2024-09-27,Americano,2.5,186,Downtown
2024-07-26,Americano,4.0,1,Downtown
2024-04-28,Americano,2.5,149,Campus
2024-10-18,Latte,4.0,163,Downtown
2024-01-11,Americano,3.0,133,Campus
2024-01-26,Cappuccino,4.0,108,Mall
2024-07-01,Cappuccino,3.5,26,Campus
2024-08-17,Americano,2.5,139,Campus
2024-10-15,Latte,4.0,172,Mall
2024-05-28,Espresso,3.5,31,Campus
2024-06-27,Cappuccino,2.5,177,Campus
2024-07-22,Espresso,3.5,132,Downtown
2024-02-25,Cappuccino,3.0,165,Downtown
2024-06-02,Americano,3.0,93,Downtown
2024-06-12,Latte,3.0,63,Mall
2024-08-07,Cappuccino,3.0,156,Downtown
2024-02-07,Latte,2.5,62,Downtown
2024-02-16,Cappuccino,2.5,49,Campus
2024-12-23,Cappuccino,3.5,29,Campus
2024-06-22,Latte,4.0,181,Campus
2024-01-24,Latte,4.0,21,Campus
2024-04-28,Americano,4.0,117,Campus
2024-03-01,Espresso,3.5,176,Downtown
2024-10-07,Cappuccino,4.0,122,Mall
2024-01-08,Espresso,3.0,174,Campus
2024-12-27,Latte,3.5,93,Mall
2024-12-10,Cappuccino,3.0,32,Downtown
2024-01-12,Latte,4.0,14,Downtown
2024-06-01,Americano,4.0,64,Mall
2024-02-15,Latte,3.5,51,Downtown
2024-06-07,Cappuccino,2.5,105,Downtown
2024-03-22,Espresso,2.5,80,Downtown
2024-03-13,Cappuccino,2.5,26,Mall
2024-05-27,Latte,4.0,70,Downtown
2024-06-22,Latte,3.0,95,Mall
2024-06-27,Americano,3.5,77,Downtown
2024-09-16,Americano,2.5,77,Downtown
2024-10-07,Espresso,3.5,185,Downtown
2024-10-27,Americano,2.5,142,Mall
2024-02-10,Americano,3.0,102,Downtown
2024-11-04,Cappuccino,2.5,119,Campus
2024-11-04,Cappuccino,2.5,95,Campus
2024-01-17,Latte,4.0,66,Campus
2024-09-05,Cappuccino,3.0,168,Mall
2024-10-15,Cappuccino,4.0,71,Mall
2024-01-09,Latte,3.5,81,Campus
2024-02-28,Cappuccino,3.5,162,Downtown
2024-06-22,Espresso,3.5,138,Downtown
2024-12-18,Cappuccino,3.5,175,Mall
2024-07-13,Cappuccino,3.0,107,Campus
2024-10-12,Americano,3.5,110,Campus
2024-10-14,Cappuccino,3.5,31,Mall
2024-09-22,Americano,3.5,142,Mall
2024-05-11,Latte,4.0,131,Downtown
2024-07-17,Americano,3.0,153,Campus
2024-12-26,Espresso,4.0,92,Mall
2024-09-16,Cappuccino,4.0,98,Downtown
2024-03-21,Latte,4.0,40,Campus
2024-11-26,Espresso,2.5,103,Downtown
2024-11-12,Americano,3.0,27,Downtown
2024-11-02,Latte,3.0,1,Mall
2024-05-25,Espresso,3.0,63,Downtown
2024-10-06,Espresso,3.0,89,Downtown
2024-06-22,Latte,3.0,158,Campus
2024-12-04,Espresso,4.0,12,Mall
2024-08-27,Cappuccino,2.5,78,Mall
2024-09-05,Espresso,2.5,175,Mall
2024-07-10,Americano,3.5,32,Downtown
2024-09-23,Latte,3.5,24,Downtown
2024-05-10,Latte,3.0,158,Mall
2024-01-06,Americano,3.5,22,Campus
2024-10-13,Americano,4.0,106,Downtown
2024-05-16,Latte,3.5,48,Mall
2024-01-30,Americano,2.5,116,Mall
2024-12-13,Latte,4.0,30,Downtown
2024-10-11,Cappuccino,2.5,182,Downtown
2024-07-13,Latte,3.5,30,Mall
2024-01-14,Latte,2.5,54,Campus
2024-04-10,Cappuccino,3.0,107,Mall
2024-03-15,Cappuccino,3.0,132,Campus
2024-08-18,Americano,3.5,181,Mall
2024-05-07,Espresso,2.5,197,Campus
2024-08-11,Espresso,3.5,109,Downtown
2024-05-18,Cappuccino,3.5,52,Mall
2024-06-27,Latte,2.5,94,Downtown
2024-02-28,Americano,4.0,5,Campus
2024-01-18,Americano,2.5,1,Downtown
2024-08-16,Americano,4.0,28,Downtown
2024-09-18,Americano,2.5,45,Downtown
2024-12-12,Cappuccino,4.0,190,Campus
2024-08-10,Espresso,4.0,99,Downtown
2024-06-27,Latte,2.5,182,Campus
2024-05-27,Latte,2.5,148,Campus
2024-04-04,Cappuccino,3.0,40,Campus
2024-11-15,Latte,2.5,8,Downtown
2024-08-28,Espresso,4.0,41,Downtown
2024-11-28,Americano,3.5,36,Downtown
2024-08-16,Espresso,3.5,8,Downtown
2024-06-04,Cappuccino,3.0,34,Downtown
2024-11-05,Cappuccino,4.0,6,Campus
2024-10-01,Cappuccino,2.5,115,Campus
2024-01-13,Latte,3.0,61,Campus
2024-08-23,Latte,3.5,59,Mall
2024-11-08,Cappuccino,2.5,188,Campus
2024-09-28,Espresso,2.5,198,Campus
2024-05-06,Americano,3.5,187,Campus
2024-04-09,Espresso,4.0,157,Campus
2024-12-28,Espresso,3.0,34,Mall
2024-10-19,Espresso,3.0,21,Mall
2024-01-05,Americano,2.5,181,Downtown
2024-09-16,Espresso,2.5,42,Mall
2024-04-11,Latte,4.0,83,Campus
2024-04-09,Cappuccino,3.5,21,Campus
2024-02-21,Latte,2.5,188,Mall
2024-05-13,Cappuccino,4.0,159,Campus
2024-11-08,Espresso,3.5,3,Mall
2024-02-11,Espresso,4.0,58,Campus
2024-03-14,Espresso,3.5,161,Mall
2024-09-20,Cappuccino,2.5,132,Campus
2024-12-29,Cappuccino,3.0,129,Downtown
2024-07-05,Cappuccino,2.5,177,Downtown
2024-04-22,Americano,4.0,153,Mall
2024-04-28,Latte,2.5,86,Campus
2024-02-09,Latte,2.5,129,Campus
2024-04-15,Latte,2.5,5,Mall
2024-03-20,Cappuccino,3.5,198,Downtown
2024-10-04,Cappuccino,3.0,39,Mall
2024-04-22,Espresso,4.0,165,Campus
2024-08-16,Cappuccino,3.5,134,Downtown
2024-01-15,Cappuccino,4.0,191,Downtown
2024-05-08,Espresso,2.5,2,Campus
2024-11-18,Espresso,2.5,130,Downtown
2024-06-03,Americano,3.5,130,Mall
2024-08-20,Cappuccino,3.5,80,Mall
2024-10-08,Espresso,3.0,19,Campus
2024-04-08,Latte,4.0,36,Campus
2024-08-02,Espresso,2.5,196,Campus
2024-04-05,Espresso,3.0,72,Mall
2024-06-07,Americano,3.5,150,Mall
2024-11-20,Latte,3.5,91,Downtown
2024-01-22,Cappuccino,4.0,58,Campus
2024-05-28,Espresso,4.0,111,Downtown
2024-12-15,Espresso,4.0,184,Mall
2024-05-21,Cappuccino,4.0,127,Downtown
2024-04-04,Espresso,2.5,76,Mall
2024-03-19,Americano,4.0,10,Mall
2024-07-01,Latte,3.5,83,Campus
2024-12-08,Cappuccino,4.0,168,Mall
2024-06-20,Americano,4.0,94,Mall
2024-08-06,Americano,4.0,158,Downtown
2024-10-13,Espresso,3.0,118,Mall
2024-02-20,Latte,2.5,44,Downtown
2024-06-22,Latte,3.0,36,Downtown
2024-10-05,Espresso,4.0,71,Downtown
2024-09-01,Americano,4.0,106,Downtown
2024-03-15,Latte,3.5,142,Downtown
2024-07-26,Cappuccino,3.0,77,Downtown
2024-03-26,Latte,2.5,82,Mall
2024-07-20,Americano,4.0,78,Campus
2024-12-23,Latte,4.0,85,Downtown
2024-07-23,Americano,3.5,187,Mall
2024-06-11,Espresso,2.5,69,Campus
2024-10-25,Espresso,2.5,67,Campus
2024-10-19,Cappuccino,3.0,23,Campus
2024-09-09,Espresso,3.5,186,Campus
2024-06-10,Americano,3.5,40,Downtown
2024-01-05,Latte,3.0,23,Campus
2024-04-23,Latte,3.5,171,Downtown
2024-05-10,Latte,3.5,14,Campus
2024-10-03,Espresso,3.5,180,Downtown
2024-09-11,Latte,4.0,110,Campus
2024-03-21,Espresso,3.5,24,Downtown
2024-05-14,Latte,3.5,98,Mall
2024-11-25,Cappuccino,2.5,180,Mall
2024-07-31,Espresso,2.5,88,Mall
2024-11-05,Americano,3.0,171,Downtown
2024-02-13,Americano,2.5,57,Mall
2024-10-03,Latte,2.5,66,Campus
2024-03-18,Americano,3.5,194,Mall
2024-06-05,Cappuccino,3.5,92,Campus
2024-03-04,Americano,4.0,68,Mall
2024-10-12,Cappuccino,3.5,10,Campus
2024-07-19,Espresso,3.0,103,Campus
2024-11-22,Cappuccino,3.0,168,Mall
2024-03-19,Latte,3.0,31,Downtown
2024-06-30,Latte,3.0,2,Campus
2024-10-25,Cappuccino,4.0,94,Campus
2024-05-27,Cappuccino,4.0,114,Downtown
2024-09-06,Americano,3.0,38,Mall
2024-03-14,Americano,3.0,77,Mall
2024-10-12,Americano,3.5,97,Campus
2024-12-11,Espresso,3.0,145,Campus
2024-12-29,Cappuccino,3.5,186,Campus
2024-08-14,Espresso,3.0,8,Campus
2024-07-26,Cappuccino,2.5,91,Mall
2024-01-04,Latte,2.5,89,Downtown
2024-06-16,Americano,4.0,45,Downtown
2024-02-09,Espresso,2.5,27,Campus
2024-10-11,Espresso,4.0,29,Campus
2024-12-11,Americano,4.0,145,Mall
2024-04-16,Americano,3.5,36,Mall
2024-10-18,Espresso,3.0,42,Mall
2024-11-28,Americano,4.0,121,Mall
2024-03-09,Cappuccino,3.5,161,Mall
2024-03-11,Americano,4.0,57,Mall
2024-06-23,Cappuccino,4.0,100,Campus
2024-09-23,Americano,3.5,42,Campus
2024-01-20,Americano,4.0,49,Downtown
2024-10-06,Latte,3.0,49,Downtown
2024-02-19,Americano,2.5,167,Downtown
2024-03-29,Espresso,3.5,26,Campus
2024-03-25,Cappuccino,4.0,131,Downtown
2024-05-14,Latte,3.5,197,Downtown
2024-09-19,Cappuccino,3.5,17,Campus
2024-04-02,Cappuccino,2.5,89,Campus
2024-04-14,Espresso,3.5,9,Downtown
2024-07-22,Latte,3.0,180,Mall
2024-12-23,Cappuccino,4.0,123,Mall
2024-04-30,Americano,3.0,181,Campus
2024-12-24,Espresso,3.0,24,Downtown
2024-05-10,Espresso,3.5,15,Mall
2024-08-15,Latte,3.0,13,Mall
2024-10-02,Espresso,3.0,175,Downtown
2024-06-24,Latte,4.0,110,Downtown
2024-05-18,Latte,2.5,169,Downtown
2024-05-17,Latte,3.0,10,Mall
2024-03-07,Latte,4.0,50,Mall
2024-12-07,Americano,3.5,51,Mall
2024-12-18,Cappuccino,3.0,71,Mall
2024-04-10,Americano,3.5,99,Mall
2024-12-12,Latte,3.0,142,Mall
2024-04-10,Cappuccino,4.0,152,Mall
2024-03-21,Espresso,4.0,167,Downtown
2024-11-17,Cappuccino,3.5,107,Mall
2024-04-06,Americano,2.5,66,Campus
2024-09-17,Cappuccino,3.0,64,Downtown
2024-10-21,Latte,3.5,32,Mall
2024-07-15,Cappuccino,3.0,6,Mall
2024-10-13,Latte,3.5,124,Campus
2024-11-22,Cappuccino,2.5,167,Mall
2024-04-13,Espresso,2.5,99,Campus
2024-05-05,Espresso,4.0,189,Downtown
2024-05-22,Cappuccino,3.0,26,Mall
2024-06-17,Americano,3.5,182,Campus
2024-09-16,Espresso,2.5,142,Mall
2024-02-11,Espresso,4.0,167,Mall
2024-08-26,Espresso,4.0,198,Mall
2024-06-09,Latte,3.5,43,Mall
2024-10-21,Cappuccino,2.5,145,Downtown
2024-05-22,Latte,3.0,120,Mall
2024-03-03,Espresso,3.0,26,Mall
2024-07-12,Cappuccino,3.0,189,Downtown
2024-02-20,Espresso,3.5,139,Mall
2024-03-08,Latte,3.5,122,Campus
2024-10-21,Espresso,2.5,144,Mall
2024-11-27,Espresso,2.5,72,Downtown
2024-03-06,Latte,4.0,61,Downtown
2024-09-26,Americano,3.5,81,Mall
2024-09-25,Espresso,2.5,14,Downtown
2024-07-30,Americano,3.5,21,Downtown
2024-08-15,Latte,3.0,150,Campus
2024-06-05,Espresso,2.5,66,Campus
2024-04-03,Americano,4.0,11,Campus
2024-06-11,Americano,3.5,36,Campus
2024-04-30,Americano,3.0,74,Mall
2024-03-02,Cappuccino,2.5,25,Mall
2024-09-24,Cappuccino,3.0,4,Mall
2024-12-23,Americano,3.0,14,Campus
2024-05-29,Cappuccino,4.0,119,Mall
2024-11-01,Espresso,4.0,104,Mall
2024-05-15,Latte,3.0,174,Mall
2024-10-03,Cappuccino,4.0,124,Mall
2024-07-19,Espresso,2.5,186,Campus
2024-12-30,Espresso,2.5,9,Downtown
2024-11-13,Americano,2.5,61,Downtown
2024-06-04,Cappuccino,2.5,71,Campus
2024-12-06,Espresso,4.0,172,Mall
2024-11-04,Espresso,3.5,173,Campus
2024-11-20,Cappuccino,2.5,133,Campus
2024-09-27,Cappuccino,4.0,142,Mall
2024-07-06,Cappuccino,3.0,99,Mall
2024-07-14,Americano,4.0,86,Campus
2024-12-15,Latte,3.0,92,Mall
2024-01-16,Latte,2.5,165,Downtown
2024-12-18,Espresso,3.0,97,Mall
2024-04-30,Americano,3.0,186,Campus
2024-05-03,Cappuccino,3.0,57,Downtown
2024-06-26,Espresso,4.0,7,Downtown
2024-06-30,Espresso,4.0,154,Downtown
2024-03-22,Americano,4.0,33,Mall
2024-01-07,Espresso,2.5,146,Campus
2024-03-17,Cappuccino,3.5,30,Mall
2024-10-31,Latte,2.5,146,Mall
2024-05-18,Latte,2.5,111,Downtown
2024-07-05,Latte,2.5,90,Downtown
2024-09-05,Espresso,4.0,77,Campus
2024-08-18,Latte,2.5,14,Downtown
2024-01-21,Espresso,3.0,51,Downtown
2024-07-03,Cappuccino,2.5,24,Mall
2024-09-14,Espresso,3.5,24,Mall
